School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
Principia,1.29,0.08,1.37,1,1,1
Barstow,-0.08,-0.43,-0.51,3,3,2
Fair Grove,-0.11,-0.71,-0.81,4,6,3
St. Paul Lutheran (Concordia),-0.7,-0.15,-0.84,7,2,4
Laquey,-0.23,-0.94,-1.16,5,11,5
McKinley Classical Leadership,0.2,-1.57,-1.36,2,15,6
Valley Park,-0.82,-0.89,-1.71,8,8,7
New Covenant Academy,-1.65,-0.52,-2.16,16,4,8
Sacred Heart,-1.01,-1.19,-2.2,9,13,9
Maplewood-Richmond Hts.,-1.32,-0.9,-2.23,11,9,10
Greenwood,-1.45,-0.93,-2.37,12,10,11
Cole Camp,-1.84,-0.63,-2.47,18,5,12
Lone Jack,-0.48,-2.06,-2.54,6,19,13
Brentwood,-1.53,-1.12,-2.65,14,12,14
Lutheran North,-1.05,-1.73,-2.77,10,16,15
Metro,-1.46,-1.78,-3.25,13,17,16
Summit Christian Academy,-2.5,-0.83,-3.32,22,7,17
Smithton,-1.75,-2.01,-3.76,17,18,18
Lutheran (Kansas City),-2.43,-1.35,-3.78,21,14,19
Crocker,-1.59,-2.6,-4.19,15,21,20
Crossroads College Preparatory,-2.38,-2.3,-4.68,20,20,21
Green Ridge,-1.99,-2.87,-4.86,19,22,22
Dixon,-2.81,-3.15,-5.96,24,25,23
La Monte,-3.01,-3.01,-6.02,25,23,24
Richland,-3.03,-3.05,-6.08,27,24,25
Northland Christian,-3.03,-4.26,-7.29,26,29,26
Bishop LeBlond,-4.23,-3.16,-7.4,32,26,27
Thomas Jefferson Independent Day,-2.8,-5.22,-8.02,23,33,28
Iberia,-4.81,-3.23,-8.03,35,27,29
Collegiate School of Med-Bio Science,-4.05,-4.23,-8.28,30,28,30
Canton,-3.98,-4.52,-8.51,29,30,31
Belle,-4.06,-4.67,-8.73,31,32,32
Carnahan,-4.66,-4.64,-9.3,33,31,33
St. Paul Lutheran (Farmington),-3.66,-7.22,-10.88,28,34,34
Cleveland NJROTC,-4.8,-9.19,-13.99,34,35,35
